Density;f;f0;u;P;u_0;P_0;T;;;;;;
1527.824861;48518.96628;48518.96774;72.29280004;1851872.245;72.29279561;1851872.127;13820935.95;0;;;;0;
1529.431407;50579.73754;50579.73888;76.87492467;1972388.676;76.87492046;1972388.564;13820935.95;0;;;;0;
1531.037952;52772.55486;52772.55609;81.85372374;2103475.855;81.85371972;2103475.748;13820935.95;0;;;;0;
1532.644498;55108.97769;55108.97881;87.27314258;2246313.971;87.27313875;2246313.869;13820935.95;0;;;;0;
1534.251043;57601.86077;57601.86179;93.1831058;2402244.617;93.18310215;2402244.52;13820935.95;0;;;;0;
1535.857589;60265.53254;60265.53346;99.6404888;2572797.112;99.64048534;2572797.02;13820935.95;0;;;;0;
1537.464135;63116.00268;63116.00351;106.7102741;2759719.842;106.7102708;2759719.754;13820935.95;0;;;;0;
1539.07068;66171.20482;66171.20556;114.466933;2965017.722;114.4669299;2965017.64;13820935.95;0;;;;0;
1540.677226;69451.28098;69451.28163;122.9960827;3190997.161;122.9960798;3190997.085;13820935.95;0;;;;0;
1542.283771;72978.91641;72978.91699;132.3964834;3440320.253;132.3964808;3440320.183;13820935.95;0;;;;0;
1543.890317;76779.73525;76779.73576;142.7824545;3716070.384;142.7824521;3716070.321;13820935.95;0;;;;0;
1545.496863;80882.76982;80882.77027;154.2868126;4021832.042;154.2868105;4021831.986;13820935.95;0;;;;0;
1547.103408;85321.01992;85321.02031;167.0644613;4361788.365;167.0644594;4361788.315;13820935.95;0;;;;0;
1548.709954;90132.12214;90132.12249;181.2967992;4740840.995;181.2967976;4740840.951;13820935.95;0;;;;0;
1550.316499;95359.15485;95359.15516;197.1971646;5164758.152;197.1971631;5164758.114;13820935.95;0;;;;0;
1551.923045;101051.6111;101051.6113;215.0175956;5640358.604;215.0175944;5640358.571;13820935.95;0;;;;0;
1553.529591;107266.5806;107266.5809;235.0572787;6175741.644;235.0572776;6175741.615;13820935.95;0;;;;0;
1555.136136;114070.1945;114070.1947;257.6731718;6780576.412;257.6731708;6780576.385;13820935.95;0;;;;0;
1556.742682;121539.4005;121539.4007;283.293454;7466468.364;283.2934531;7466468.34;13820935.95;0;;;;0;
1558.349227;129764.1591;129764.1592;312.4346781;8247426.813;312.4346773;8247426.791;13820935.95;0;;;;0;
1559.955773;138850.1779;138850.1781;345.723812;9140466.002;345.7238112;9140465.981;13820935.95;0;;;;0;
1561.562319;148922.3417;148922.3418;383.9267939;10166384.17;383.9267932;10166384.15;13820935.95;0;;;;0;
1563.168864;160129.0461;160129.0462;427.9858531;11350782.17;427.9858524;11350782.15;13820935.95;0;;;;0;
1564.77541;172647.7192;172647.7193;479.0687394;12725407.74;479.0687387;12725407.72;13820935.95;0;;;;0;
1566.381955;186691.9187;186691.9187;538.6343168;14329947.35;538.6343162;14329947.33;13820935.95;0;;;;0;
1567.988501;202520.5381;202520.5382;608.5209035;16214440.57;608.5209029;16214440.55;13820935.95;0;;;;0;
1569.595047;220449.8732;220449.8732;691.0666289;18442570.73;691.0666285;18442570.72;13820935.95;0;;;;0;
1571.201592;240869.6081;240869.6081;789.2754961;21096207.41;789.2754958;21096207.4;13820935.95;0;;;;0;
1572.808138;264264.2505;264264.2505;907.0495733;24281760.36;907.0495732;24281760.35;13820935.95;0;;;;0;
1574.414683;291242.2439;291242.2439;1049.518743;28139207.17;1049.518743;28139207.17;13820935.95;0;;;;0;
1576.021229;322576.0713;322576.0713;1223.515669;32855102.33;1223.515669;32855102.33;13820935.95;0;;;;0;
1577.627775;359258.3613;359258.3613;1438.275821;38681758.2;1438.275821;38681758.2;13820935.95;0;;;;0;
1579.23432;402581.7358;402581.7358;1706.475828;45965711.36;1706.475828;45965711.36;13820935.95;0;;;;0;
1580.840866;454254.6151;454254.6151;2045.85928;55192303.45;2045.85928;55192303.45;13820935.95;0;;;;0;
1582.447411;516572.7575;516572.7575;2481.646621;67051824.89;2481.646621;67051824.89;13820935.95;0;;;;0;
1584.053957;592679.4411;592679.4411;3050.939026;82560314.99;3050.939026;82560314.99;13820935.95;0;;;;0;
1585.660503;686970.7891;686970.7891;3808.066048;103206696.2;3808.066048;103206696.2;13820935.95;0;;;;0;
1587.267048;805746.7426;805746.7426;4841.204086;131408357.2;4841.204086;131408357.2;13820935.95;0;;;;0;
1588.873594;958293.8422;958293.8422;6274.079884;170561318.2;6274.079884;170561318.2;13820935.95;0;;;;0;
1590.480139;1158761.17;1158761.17;8375.485143;228040185.4;8375.485143;228040185.4;13820935.95;0;;;;0;
1592.086685;1429570.354;1429570.354;11372.09066;310087190.1;11372.09066;310087190.1;13820935.95;0;;;;0;
1593.693231;1807980.964;1807980.964;16596.62571;453283726.5;16596.62571;453283726.5;13820935.95;0;;;;0;
1595.299776;2359649.948;2359649.948;23183.87491;634000130.6;23183.87491;634000130.6;13820935.95;0;;;;0;
1596.906322;3209204.929;3209204.929;42744.11288;1171228924;42744.11288;1171228924;13820935.95;0;;;;0;
1598.512867;4617454.124;4617454.124;50881.41864;1394807914;50881.41864;1394807914;13820935.95;0;;;;0;
1600.119413;7208609.735;7208609.735;187789.6155;5162884461;187789.6155;5162884461;13820935.95;0;;;;0;
1601.725958;12803951.86;12803951.86;86448.90474;2369636771;86448.90474;2369636771;13820935.95;0;;;;0;
1603.332504;28782441.8;28782441.8;1807844.333;49843474643;1807844.333;49843474643;13820935.95;0;;;;0;
1604.93905;115020338.4;115020338.4;3775820.412;1.04151E+11;3775820.412;1.04151E+11;13820935.95;0;;;;0;
