Density;f;f0;u;P;u_0;P_0;T
414.628078613483524;-9.301224441883944;-9.111598591285247;-0.018844641500484;1.487706944378408;-0.018168504609607;1.578426433723592;13820935.953782783447423
442.269950521049111;-9.819226772335460;-9.610688837527787;-0.018637495494870;1.576422561983081;-0.017945511744649;1.673928246146764;13820935.953782783447423
469.911822428614698;-10.331710253568216;-10.103841371498218;-0.018445032147942;1.664171582174239;-0.017738549591089;1.768287205909301;13820935.953782783447423
497.553694336180229;-10.839057333508466;-10.591472856341802;-0.018265606548028;1.750937316245880;-0.017545760236899;1.861515030535795;13820935.953782783447423
525.195566243745816;-11.341608696386910;-11.073952937819801;-0.018097829557500;1.836708854152741;-0.017365587865762;1.953623185505160;13820935.953782783447423
552.837438151311403;-11.839669422127281;-11.551611695667024;-0.017940505811859;1.921486149960334;-0.017196716670857;2.044622906736702;13820935.953782783447423
580.479310058876990;-12.333513721772485;-12.024745600975379;-0.017792591505185;2.005282480683384;-0.017038023975749;2.134525198765932;13820935.953782783447423
608.121181966442464;-12.823388706148901;-12.493622336250171;-0.017653165781552;2.088124665621809;-0.016888544259277;2.223340839606262;13820935.953782783447423
635.763053874008051;-13.309517497449777;-12.958484737244442;-0.017521411146639;2.170051638680688;-0.016747441185562;2.311080384536188;13820935.953782783447423
663.404925781573638;-13.792101884378591;-13.419554047856105;-0.017396599578340;2.251112032258503;-0.016613985590779;2.397754170069385;13820935.953782783447423
691.046797689139225;-14.271324645115904;-13.877032631536597;-0.017278082083356;2.331361351202911;-0.016487537966745;2.483372317839512;13820935.953782783447423
